line_no,news_id,source,title,new_decision,new_category,new_risk_tier,changed
10106,1106bb28e1650b1b845b97b5ac257bfc,TASS,"Юрист Сикач объяснил, кого из кандидатов не затронет снятие ""Яблока"" с выборов",allow,,green,False
10202,7f7a67bd62dbc356363164abc6d4717d,TASS,"Пашинян сообщил о скором начале практической реализации проекта ""Маршрут Трампа""",allow,NON_TOPICAL,green,True
10203,9068090a5c5bd86a9b38210084781437,TASS,В Москве более трети загранпаспортов выдали жителям других регионов России,allow,NON_TOPICAL,green,True
10301,7ac5f34b3aa70e1092f8c4884256bd98,TASS,"""Калашников"" спустит на воду в середине августа буксир-ледокол для Петербурга",allow,NON_TOPICAL,green,True
10303,35551a4a8ce86540e509676cbb7f2168,TASS,"Синоптик Паршина: температура воды в Москве-реке такая же, как в море в Крыму",allow,NON_TOPICAL,green,True
10304,1c3e608916c5ffc294665561f4fbab0d,TASS,Постпред Кубы при ООН назвал причину кризиса в стране,allow,NON_TOPICAL,green,True
10306,6a67f7b42464e8262bc76fdf5a018e7b,TASS,ВТБ заявил о сохранении позитивного настроя на рынке акций России,allow,NON_TOPICAL,green,True
10401,2f150626b527153d03064c0ad6aa0564,TASS,"Психолог Акимкина рассказала, как выстроить режим дня у первоклассников",allow,NON_TOPICAL,green,True
10402,3697f7b472fa38890ea4c882876e260f,TASS,В Ивановской области в ДТП погибли два человека,allow,,green,True
10403,efe8e42ca2589f8705cc7e8f27db3ae6,TASS,Каждый второй опрошенный россиянин установил самозапрет на кредиты и займы,allow,NON_TOPICAL,green,True
10404,dc51d1b3200870698492117fe703a48b,TASS,"Директор ВДНХ: реставрацию ресторана ""Золотой колос"" ведут строго по архивам",allow,NON_TOPICAL,green,True
10502,b0628862f4ad96d75c54be8be0f300a3,TASS,Под Тюменью самосвал снес надземный пешеходный переход на федеральной трассе,allow,NON_TOPICAL,green,True
10515,7f7a67bd62dbc356363164abc6d4717d,TASS,"Пашинян сообщил о скором начале практической реализации ""Маршрута Трампа""",allow,NON_TOPICAL,green,True
10601,6e2e5f3d429c0f0363a4dd62871cdf64,TASS,В больницы Екатеринбурга организовали подвоз воды автоцистернами,allow,NON_TOPICAL,green,True
10701,6fd3970c20a23b30a06317f60109eaaa,TASS,Каждый восьмой опрошенный турист не знает о дополнительных услугах в отелях,allow,NON_TOPICAL,green,True
10703,84fd9991a974115a6cfffe6df410af23,TASS,В ЕР предложили включить препарат от рака груди в перечень жизненно важных,allow,NON_TOPICAL,green,True
10704,d92e2abb2567d9bc514b753655be4841,TASS,"РФ ждет подписания соглашения о неприменении силы между Тбилиси, Сухумом и Цхинвалом",allow,NON_TOPICAL,green,True
10705,ed0ef282d9b6709bdbd121a91637b9dc,TASS,"На Камчатке произошло землетрясение магнитудой 5,1",allow,,green,True
10706,a8273fbd61aa98718645badc13706cfb,TASS,"Эксперт аль-Халиди объяснил, к чему приведет открытие Ормузского пролива",allow,NON_TOPICAL,green,True
10707,25fe929231ec0000c5d0d0f5ab643218,TASS,В РФ планируют провести первый ЧМ по самбо среди военных,allow,NON_TOPICAL,green,True
10801,928f978fdc698db1bdb0ec23751a578b,TASS,МИД РФ: Украина и Запад пытаются втянуть Тбилиси в кровавые авантюры на Южном Кавказе,allow,NON_TOPICAL,green,True
10802,d7aed5c301d7807f35319d6c0f7fb245,TASS,В Приэльбрусье появится тропа для болельщиков ЦСКА,allow,NON_TOPICAL,green,True
10901,4d52983539b83328dcd38094ec2bb2e5,TASS,"Эксперт Карташева рассказала, какой вопрос задать работодателю на собеседовании",allow,NON_TOPICAL,green,True
10903,5851f82f9f567c1b52d180109bf13061,TASS,В ГД предложили оборудовать колясочные внутри домов или рядом с ними,allow,NON_TOPICAL,green,True
10904,54822c622b36727565a3917193a9d594,TASS,Экс-лидер Южной Осетии рассказал о роли журналистов РФ в событиях 2008 года,allow,NON_TOPICAL,green,True
11011,d92e2abb2567d9bc514b753655be4841,TASS,"РФ ждет соглашения о неприменении силы между Тбилиси, Сухумом и Цхинвалом",allow,NON_TOPICAL,green,True
11108,928f978fdc698db1bdb0ec23751a578b,TASS,МИД РФ: Киев и Запад пытаются втянуть Тбилиси в кровавые авантюры в Закавказье,allow,NON_TOPICAL,green,True
11202,cc5d41703160453b7a31283ff758dd4d,TASS,В Орловской области 16 тыс. жителей остались без электроснабжения из-за непогоды,allow,NON_TOPICAL,green,True
11204,42ba5ce9281f8bbbb925726a14fa6540,TASS,В Баренцевом море обнаружили опасные природные явления,allow,NON_TOPICAL,green,True
11302,b61e3f0f0ae788c61b1555b1da6d3df5,TASS,S&P Global оставило рейтинг Грузии на уровне BB,allow,NON_TOPICAL,green,True
11303,3287725097eafe1480f1448d379b9daf,TASS,Прокуратура проведет проверку из-за инцидента с водой в Екатеринбурге,allow,NON_TOPICAL,green,True
11304,5843cec2d4dc8c532a92840c049214f8,TASS,"Врач Солнцева объяснила, почему люди активнее худеют летом",allow,NON_TOPICAL,green,True
11357,9b071f337dc0983a1d0ab80d021e0e9b,TASS,"В СФ рассказали, как экстрасенсы-мошенники обманывают людей по видеосвязи",allow,NON_TOPICAL,green,True
11401,01c7137db2889cb974b06757cffdb6ee,TASS,"Сальдо считает, что Киев заменяет военный результат террором мирных жителей",allow,NON_TOPICAL,green,True
11501,349edccd6305fd82633e305c5f40eb87,TASS,В Хакасии на отдельных АЗС отменили ограничения на отпуск топлива,allow,NON_TOPICAL,green,True
11502,da40078c2e0ce214d3df96dbb587e947,TASS,В Красноярском крае при сплаве пропали три человека,allow,NON_TOPICAL,green,True
11602,fd9d4789247208590f8eeb58793245f2,TASS,"Директор ВДНХ рассказал, какие павильоны выставки лидируют по посещаемости",allow,NON_TOPICAL,green,True
11701,13b8a28acf034c3d590d751015b19116,TASS,Основатель Megaupload выразил уверенность в победе РФ над Украиной,allow,NON_TOPICAL,green,True
11702,7971e01484583842da428b785b42bc81,TASS,В ФИФА опровергли информацию об отношениях Инфантино с экс-сотрудницей УЕФА,allow,NON_TOPICAL,green,True
11801,bb9b532542d4da85c10d7fdc4265df10,TASS,Кабмин рассматривает установление приоритета для отечественных ИИ-решений при госзакупках,allow,NON_TOPICAL,green,True
11802,cf78e2090ce0b617a6d96fcb5d95e156,TASS,Чемпионка РФ Осипова на тренировках прыгала через барьеры в полной темноте,allow,NON_TOPICAL,green,True
11901,fcd4ae25eef75aef71254f21ea5892ae,TASS,"В ""Ясной Поляне"" Тульской области впервые стартовал фестиваль ""Усадьбы Москвы""",allow,NON_TOPICAL,green,True
11905,727f50d9f5b7855f0b5537d39ca2bf22,TASS,Бутман: России необходима своя консерватория для неакадемической музыки,allow,NON_TOPICAL,green,True
11906,730d0b956f53b8b5e40d36c69914661e,TASS,Мишустин рекомендовал регионам расширить налоговые льготы по УСН для IT-компаний,allow,NON_TOPICAL,green,True
11907,e2531bc1b2e854f47254378452bc0fcd,TASS,"""Калашников"" выводит на госиспытания новый комплект бронежилета и шлема",allow,NON_TOPICAL,green,True
11908,cea0e68090eca0d664bcd3bc393d97d4,TASS,Кабмин поручил продолжать перевод IT-инфраструктуры на российское ПО,allow,,green,True
12001,5605d3107b106f3d64714d58dd3d0bdf,TASS,"Астрономы рассказали, как увидеть затмение Солнца в Москве 12 августа",allow,,green,True
12002,3911d7eb5d9df79f4064cd30ee55979f,TASS,В РФ с 1 марта 2027 года банки будут отказывать в переводах при вредоносном ПО,allow,NON_TOPICAL,green,True
12003,b77794dba299873efd730d58ca1280ed,TASS,В Кисловодске возобновила работу канатная дорога,allow,NON_TOPICAL,green,True
12004,3b2f9ebe78c7879b12bec47f9c091eba,TASS,"Разыскиваемый Европолом испанец рассказал, за что его называют шпионом Кремля",allow,NON_TOPICAL,green,True
12016,7971e01484583842da428b785b42bc81,TASS,ФИФА опровергла сообщения об отношениях Инфантино с экс-сотрудницей УЕФА,allow,NON_TOPICAL,green,True
12101,3e62acbbd10614d7bcca59e992f2b8a8,TASS,В Ярославской области в ДТП погибли три человека,allow,,green,True
12114,bb9b532542d4da85c10d7fdc4265df10,TASS,Кабмин: отечественные ИИ могут получить приоритет при госзакупках,allow,NON_TOPICAL,green,True
12201,f14b7461b070a6ba1184c57fc9458fdd,TASS,Прокуратура контролирует устранение последствий непогоды в Орловской области,allow,NON_TOPICAL,green,True
12202,12af7c61a4c87f3f2d2b676bb3515fc5,TASS,В Красноярском крае в поисках пропавшей при сплаве семьи обследуют участки реки,allow,NON_TOPICAL,green,True
12401,48cbcce2ebe2844d87e87fcc71d72690,TASS,В Абхазии высоко ценят решающую роль России в защите народа Южной Осетии,allow,NON_TOPICAL,green,True
12601,4dd2a884386e21d8cc2a8d9cf905030e,TASS,Politico: отказ Германии закупать газ угрожает зимнему отопительному сезону в ЕС,allow,NON_TOPICAL,green,True
12602,35c7219d664cb9eb8432a6167883f372,TASS,"Лидер фракции ХДС/ХСС считает, что оснований для запрета АдГ нет",allow,NON_TOPICAL,green,True
12701,1d05829222852447a1a5ba2d0bac8c9d,TASS,ТАСС: Европа закачала в хранилища 33 млрд куб. м газа к следующей зиме,allow,NON_TOPICAL,green,True
12702,38599d3077a52217af0050e3770c181b,TASS,Депутат Мишин раскрыл планы НАТО и Украины в Калининградской области,allow,NON_TOPICAL,green,True
12801,8e2ee88c6d824e17670c129fc0595765,TASS,20 Minutos: защиту Сеуты усилили из-за возможного нового наплыва мигрантов,allow,NON_TOPICAL,green,True
12802,8581fe2e291bcd9495e38025d291961e,TASS,"Welt am Sonntag: ЕС импортировал в июне на 14% больше СПГ из РФ, чем год назад",allow,NON_TOPICAL,green,True
12803,a2abb3f20886bd5ac22645fe4a10a033,TASS,В Нижегородской области загорелись емкости с жидкостью для моющих средств,allow,NON_TOPICAL,green,True
13002,0576d6a32ed4612538b72c3393d4c2f6,TASS,"Кабмин расширил перечень премий, лауреаты которых освобождаются от НДФЛ",allow,NON_TOPICAL,green,True
13101,1f54d175056d83001625e3a6618cbf29,TASS,"Мосгортранс перевез более 1,2 млн человек с начала года",allow,NON_TOPICAL,green,True
13102,deba39a563447f0b1fc63b9147f4d7e5,TASS,Психолог Деулин рассказал как отказаться от сквернословия,allow,NON_TOPICAL,green,True
13103,fc99d0436a1ee923f690c459418d6075,TASS,"Депутат Рады Железняк: Свириденко могут назначить главой ""Нафтогаза""",allow,,green,False
13104,0bd281b3988c64d2bcb26c758a8ec649,TASS,"Директор ВДНХ рассказал, туристы из каких стран чаще всего посещают выставку",allow,NON_TOPICAL,green,True
13201,80cbd63f879f15a9dc983831a4930585,TASS,Собянин сообщил о росте темпов ввода недвижимости в Москве с начала года,allow,NON_TOPICAL,green,True
13202,935805d5f15ee322c89e7ed84e34a279,TASS,FAS: на Западе выступили с новой инициативой по замороженным активам РФ,allow,NON_TOPICAL,green,True
13501,8d23fde7e3fe7105b3991b4c3b27d69e,TASS,"В Японии массово регистрируют браки в связи со счастливым днем ""трех восьмерок""",allow,NON_TOPICAL,green,True
13701,e1bba9737e88c5442966a7fb417b44a9,TASS,"В Москве взыскали ущерб за залив квартиры водой от крана, который открыла кошка",allow,NON_TOPICAL,green,True
13801,ab285d6908c9aad5a163d87ae502fb84,TASS,В Волгоградской области в ДТП пострадали шесть человек,allow,,green,True
13806,8d23fde7e3fe7105b3991b4c3b27d69e,TASS,"В Японии массово регистрируют браки в счастливый день ""трех восьмерок""",allow,NON_TOPICAL,green,True
14001,344a5a4f67cd2a16201558ba1e319807,TASS,AP: Сенат США согласовал финансирование правительства до декабря,allow,NON_TOPICAL,green,True
14002,06a7ecfae2f2960ba97a0e9dcc78e5d5,TASS,В Чебоксарах водитель без прав и с признаками опьянения протаранил пять машин,allow,NON_TOPICAL,green,True
14003,6e0a5cb8392bff2c14697e4aca3c9b82,TASS,Поезда на Украине задерживаются более чем на 12 часов,allow,NON_TOPICAL,green,True
14004,d308e776ae3ae21737fde6d1acbd0d15,TASS,Алиев и Пашинян обсудили нормализацию отношений между Баку и Ереваном,allow,NON_TOPICAL,green,True
14101,a1a6469c9b861aadaf4a7bbc9c81b0ed,TASS,В Москве одобрили и реализуют 250 проектов КРТ,allow,NON_TOPICAL,green,True
14102,6c562d78d21993cdb92bfd4746a524de,TASS,Губернатор Воробьев и Овечкин встретились с финалистами Кубка Овечкина,allow,NON_TOPICAL,green,True
14201,81acd5230e4aa0a076274e234b4b4bbf,TASS,Глава ФНПР заявил о необходимости баланса между праздничными и рабочими днями,allow,NON_TOPICAL,green,True
14202,030a93e0123f20793b6f19af236bdfa2,TASS,ТАСС: самолет-разведчик НАТО летает у побережья Финского залива,allow,NON_TOPICAL,green,True
14204,a565e1b007e94e306c5e693ad6985ba7,TASS,Глава ФНПР Сергей Черногаев: безумная эксплуатация человека ни к чему хорошему не приведет,allow,NON_TOPICAL,green,True
14305,91d8232d8beaccaeda650e567c0a981a,TASS,В Сахалинской области произошло землетрясение магнитудой 5,allow,,green,True
14306,47908d51bafdb16e20231f95b70d8af5,TASS,В Ивановской области арестовали мужчину за изнасилование несовершеннолетних,allow,NON_TOPICAL,green,True
14307,be159c31817a6508edc029805bd88f76,TASS,Посольство РФ в Швеции обвинило страну в нарушении норм международного права,allow,DIPLOMACY,green,False
14512,316938b53c1535aaca96a658722280d4,TASS,На Кубани из-за возгорания на Ильском НПЗ пострадали шесть человек,allow,NON_TOPICAL,green,True
14606,141e67c3e586c0ac5f79cc3bcdebfedb,TASS,"ПВО РФ за сутки сбила снаряды Vampire, HIMARS и ракеты ""Фламинго""",allow,NON_TOPICAL,green,True
14702,b66b8251b3b2ef3ff5e43ade93c38dd3,TASS,"Директор ВДНХ рассказал, туристы из каких стран стали чаще посещать выставку",allow,NON_TOPICAL,green,True
14801,8300a208082ec870157bca0cb58d6154,TASS,В Геленджике и пригороде из-за работы ПВО закрыли пляжи,allow,NON_TOPICAL,green,True
14901,465e20918b2911d646913dbdd73e081e,TASS,В Мариуполе из-за проблем со светом ввели веерные отключения электричества,allow,NON_TOPICAL,green,True
14902,5999b54912c3f973f5969c735996a539,TASS,AP: Сенат утвердил Тодда Бланша на пост генпрокурора США,allow,NON_TOPICAL,green,True
15001,0e538927912157d8238dbba23e5bcba9,TASS,Хуснуллин допустил введение льготной ипотеки для достройки домов в Крыму,allow,NON_TOPICAL,green,True
15201,4b0099c60615d3e7b895cbac1d313e16,TASS,По части улиц Москвы открывают движение после проведения триатлона,allow,NON_TOPICAL,green,True
15202,d436e71eabe5cf14bd891f3fb169890a,TASS,Проекты из Индии и стран Северной Африки представят на неделе интерьера и дизайна,allow,NON_TOPICAL,green,True
15203,051e7d2749654381f0c57c77235aa4e4,TASS,МО показало кадры установления контроля над Ивановкой в Харьковской области,allow,NON_TOPICAL,green,True
15301,0b54391de0cb145ac3e0ab722abcce31,TASS,В Оренбуржье держат на контроле ситуацию с голодовкой экс-сенатора Арашукова,allow,NON_TOPICAL,green,True
15401,9baa32770e654a8776a6cb7a1cd4867c,TASS,"Глава ""Калашникова"" отметил колоссальный интерес в мире к российскому оружию",allow,NON_TOPICAL,green,True
15402,c29ef44559b7893a7ed3c39292cab696,TASS,В Томске завели дело из-за подтопления домов дождевыми и грунтовыми водами,allow,NON_TOPICAL,green,True
15403,587068bd09d115b3498b1cdba992f3ab,TASS,Thairath: число погибших из-за стрельбы в школе в Таиланде возросло до девяти,allow,,green,False
15501,4788c27216d880281230da5fdaa87d3f,TASS,"Бутман допустил, что Долина станет ключевым педагогом в первом джазовом вузе РФ",allow,NON_TOPICAL,green,True
15503,1fb08760e4dfe86b7a814c44846ac8c8,TASS,"""Калашников"" не работает с недружественными странами",allow,NON_TOPICAL,green,True
15601,f91d69b50933c0012e79d6dcc0af863a,TASS,"Кобахидзе: масштабный блэкаут в Грузии, возможно, не был связан с саботажем",allow,NON_TOPICAL,green,True
15701,624b76e560026689b5e22a00280ade0b,TASS,В Краснодаре неизвестные избили подростка,allow,NON_TOPICAL,green,True
15703,20aba323a31691666b0442ff20c2738e,TASS,В Германии демонстранты потребовали отставки правительства Мерца,allow,PERSONAL_DATA,green,True
15801,f0e36c24e33511015c8c5fa5bf1479dd,TASS,Кобахидзе назвал русофобию в Грузии попыткой устроить провокацию в стране,allow,NON_TOPICAL,green,True
15803,fdb684650ae76f93faf0b1431da50363,TASS,В Великом Новгороде девушка по указанию мошенников забрала у пенсионерки деньги,allow,NON_TOPICAL,green,True
15902,c72f88e76953bf80cd10b51659d22c78,TASS,"Фестиваль самодельных летательных аппаратов ""Летфест"" пройдет 22 августа",allow,NON_TOPICAL,green,True
15903,2cacfded8ddcd765b11466a7f1dcea6e,TASS,По части набережных Москвы открывают движение после проведения триатлона,allow,NON_TOPICAL,green,True
15904,52b562d3da94f672368b31e47a4c156e,TASS,"Иран готов открыть Ормузский пролив, если США примут условия Тегерана",allow,NON_TOPICAL,green,True
15905,0361afef70db6ecfc84338dc64435381,TASS,В Екатеринбурге восстановили холодное водоснабжение,allow,NON_TOPICAL,green,True
15906,7d1d1bf92a8615a45f9348ee6d0eff5d,TASS,Пловец Муратов оценил на пятерку с минусом выступление на ЧЕ,allow,NON_TOPICAL,green,True
16201,e8870642fa10042abcc9ed229c9845aa,TASS,Bloomberg: Турция начала ограничивать судоходство в Черном море,allow,NON_TOPICAL,green,True
16203,aba7a28cb551a37165382abfd0f3e9ab,TASS,"Театр Пушкина готовит спектакль ""Гордость и предубеждение""",allow,NON_TOPICAL,green,True
16204,18960a753514740a75244c605640cfb9,TASS,МАГАТЭ сообщило о третьем за неделю отключении ЗАЭС от внешнего питания,allow,NON_TOPICAL,green,True
16206,b24f1edd63fcb58964ef9bfaad96f531,TASS,Пловец Муратов отметил теплое отношение иностранцев к россиянам на ЧЕ,allow,NON_TOPICAL,green,True
16207,4a61c941e4bde34a86898596937b5147,TASS,В Петербурге завели дело о хулиганстве после нападения на медиков скорой,allow,NON_TOPICAL,green,True
16214,52b562d3da94f672368b31e47a4c156e,TASS,"Иран готов открыть Ормузский пролив, если США примут условия республики",allow,NON_TOPICAL,green,True
16301,9007361dec72d6a161edcc77e53af08b,TASS,Украинские ТЦК массово лишают мужчин прав на законную отсрочку,allow,NON_TOPICAL,green,True
16302,963cc8dc450b872a46bf1e86d78b99b5,TASS,Умер отец Лионеля Месси,allow,NON_TOPICAL,green,True
16503,14750f8f0520b76be5789d8fc568ac11,TASS,Сальдо не исключил формирование новых БАРС для защиты Херсонской области,allow,NON_TOPICAL,green,True
16504,df18463049a06902f2de191ab92bdcbf,TASS,"Пловец Муратов рассказал, что иностранные волонтеры помогали ему на ЧЕ",allow,NON_TOPICAL,green,True
16505,7fef47ef5d5262e782d9c0ae9b3a3f11,TASS,На юго-западе Москвы реабилитируют Нижний Афонинский пруд,allow,NON_TOPICAL,green,True
16601,15b10c882f0cf0a95a12679d3a732a4b,TASS,Сальдо поручил МинТЭК Херсонщины обеспечить регион трехкратным запасом угля,allow,NON_TOPICAL,green,True
16603,cf4442c4c097373650b05f225214ba6d,TASS,"Вучич заявил, что не обсуждал с Зеленским военное сотрудничество",allow,NON_TOPICAL,green,True
16604,aa174192b2e90a4dc1f621231b32f73c,TASS,Сальдо поручил организовать к зиме пункты обогрева в округах Херсонщины,allow,NON_TOPICAL,green,True
16606,b629c76ffa17c8760f37cbaf18d7e077,TASS,Ректор РМАНПО: молодой врач не останется один,allow,NON_TOPICAL,green,True
16615,9007361dec72d6a161edcc77e53af08b,TASS,"Омбудсмен Украины заявил, что ТЦК массово лишают мужчин прав на отсрочку",allow,NON_TOPICAL,green,True
16701,f611ee7acaf29d724323aa1d421bcdd9,TASS,"Юрист Сикач: ""Яблоко"" лишится эфира на федеральных каналах при снятии списка",allow,NON_TOPICAL,green,True
16703,c8f69d02811df0f20daa88b30d205168,TASS,Все месторождения нефти Ирака готовы возобновить производство на прежнем уровне,allow,NON_TOPICAL,green,True
16704,6171f956a6d512dd531b89691ef48ee4,TASS,В ДНР рецидивист без паспорта 12 лет выдавал себя за чешского добровольца,allow,NON_TOPICAL,green,True
16705,75581c33036c0fa4df134d8026060bb6,TASS,Судно нефтяной компании ADNOC атаковали ракеты в Ормузском проливе,allow,NON_TOPICAL,green,True
16801,bb78edb04e0c41bfc77c030ca1c6d06d,TASS,В Калмыкии в ДТП погиб человек,allow,,green,True
16802,9b82089d2a66d25ecdc739985806a635,TASS,"Собянин рассказал, где создают оборудование для обновления поездов метро Москвы",allow,NON_TOPICAL,green,True
16901,8452a386ff83313cfdde29a889d99d85,TASS,Сальдо поручил усилить работу по физической защите энергообъектов Херсонщины,allow,,green,False
17012,75581c33036c0fa4df134d8026060bb6,TASS,В Ормузском проливе ракеты атаковали судно нефтяной компании ADNOC,allow,NON_TOPICAL,green,True
17301,7f03def3d733cc921838d34c766b6c58,TASS,Собянин рассказал о преимуществах нового путепровода над трассой СБВ,allow,NON_TOPICAL,green,True
17302,5b575e83b94c13f14b444b682ca5498c,TASS,"Вучич сообщил, что Сербия ""сделает все"" для помощи Украине с вступлением в ЕС",allow,NON_TOPICAL,green,True
17401,846c5df3f095e537ea954914d862259d,TASS,Движение машин по Крымскому мосту возобновили,allow,NON_TOPICAL,green,True
17402,1413dafae370b86e6f5c9224472e4e2e,TASS,Овечкин вынужден ходить в окружении восьми охранников из-за ажиотажа в Мытищах,allow,NON_TOPICAL,green,True
17414,9b82089d2a66d25ecdc739985806a635,TASS,Собянин: масштабные заказы Москвы формируют долгосрочные производственные цепочки,allow,NON_TOPICAL,green,True
17501,8e12cd6bd227c4662daf000a6562a554,TASS,Вучич назвал маловероятным скорое вступление Сербии в ЕС,allow,NON_TOPICAL,green,True
17503,80d7d028abcdca5724d03b6ca8ae5ee0,TASS,Правящая партия Венгрии предложила назначить президентом экс-главу Верховного суда,allow,NON_TOPICAL,green,True
17504,b6b6a34433e4f26e81d338d23334fa46,TASS,Внешнее энергоснабжение Запорожской АЭС восстановили менее чем за час,allow,,green,False
17505,b5ba971e692e64a6be436a1e4188ab1c,TASS,Писатель Цыпкин назвал оправданным перенос премьер зарубежных фильмов в РФ,allow,NON_TOPICAL,green,True
17601,e1e891cd0e9edc0f97cee782fee0c5b5,TASS,Арагчи: Иран и Оман близки к заключению соглашения по Ормузскому проливу,allow,NON_TOPICAL,green,True
17602,cd4485e071f335e56d6147a3fda27cb8,TASS,В Армении арестовали зятя Царукяна по делу о заказном убийстве,allow,NON_TOPICAL,green,True
17603,89312ce519ebfeb22086ed56cac8f0de,TASS,Вучич: товарооборот Сербии и Украины за I полугодие превысил $320 млн,allow,NON_TOPICAL,green,True
17701,6e4ef117b5e9756bf34a696d521c8db0,TASS,СК призвал избегать нелегальных экскурсий по крышам в Петербурге,allow,NON_TOPICAL,green,True
17803,1a16c6edf031bb0252421f3e73cddd8c,TASS,"Панарин: Овечкин заслуживает вывода его номера из обращения в ""Вашингтоне""",allow,NON_TOPICAL,green,True
17805,6bca905d5df4d32234eb673bc8c1ed92,TASS,Прокуратура начала проверку после столкновения теплохода и катера на Малой Невке,allow,NON_TOPICAL,green,True
17806,f796eec567a47fb79dbdfe04f8ad7cf4,TASS,"Фотопрогулку с ""Зенитом"" по центру Москвы провел руководитель редакции фотоинформации ТАСС",allow,NON_TOPICAL,green,True
17901,498a062934007d5acaddcf4ce4720458,TASS,ТАСС: под Одессой обслуживавшая гитлеровскую Германию компания теряет сухогрузы,allow,NON_TOPICAL,green,True
17904,768374f82edc4dbcb92e177f9af627c7,TASS,В Калининградской области в акватории Приморской бухты столкнулись катер и лодка,allow,NON_TOPICAL,green,True
18001,63c34c902ba7c877c8fb66abf0d4d416,TASS,"Зеленский утверждает, что договорился с США о ежемесячных поставках ракет ПВО",allow,NON_TOPICAL,green,True
18101,2c665df662f00201ea3fbf2e7fe2be97,TASS,"В Москве пенсионер лишился 18 млн рублей по схеме ""спасения"" сбережений",allow,NON_TOPICAL,green,True
18201,379078af9b20f2938877b9ba573af378,TASS,В Южной Осетии почтили память защитников Цхинвала и миротворцев РФ,allow,NON_TOPICAL,green,True
18202,18a21180029362984f82cd97f5cb5ed5,TASS,Полиция Испании показала фото погранконтроля для путешественников из Италии,allow,NON_TOPICAL,green,True
18602,7f8da236e89caf3c467f262cec9c525c,TASS,"""Газпром"" заявил об антирекорде запасов газа в европейских хранилищах",allow,NON_TOPICAL,green,True
18603,219c2d8d1b2a49d25700996bb1023b1e,TASS,Анохин оценил ход обновления социальной инфраструктуры в Смоленской области,allow,,green,True
18604,b06e807927ff657e7cfd3bdb010ee6fd,TASS,В Поморье организовали проверку после гибели ребенка в реке,allow,NON_TOPICAL,green,True
18701,c8cecf0062895377c2d3eaa9285864ff,TASS,В Норильске грузовой Boeing выкатился за пределы ВПП после посадки,allow,NON_TOPICAL,green,True
18902,5eeab731c5024d0109eadb9f6cce4a22,TASS,Зеленский: на Украине практически не осталось целых тепловых электростанций,allow,NON_TOPICAL,green,True
18903,0d41f9b882e091aa631b51b88d4152d0,TASS,Российский режиссер Кирилл Соколов снимет фильм для Netflix,allow,NON_TOPICAL,green,True
18904,18c6f1b0715c8e000fcb3e88232f5db6,TASS,Закупки лифтов при капремонте разрешат только напрямую у заводов и их дилеров,allow,NON_TOPICAL,green,True
19001,72ebe033ed03aee191e96a9a8e561d17,TASS,FT: группа предпринимателей строит укрытие на случай ядерной войны,allow,NON_TOPICAL,green,True
19102,1e05ee3693135b4b8a68ba77fc075f4f,TASS,"Юные хоккеисты ""Спартака"" стали двукратными победителями Кубка Овечкина",allow,NON_TOPICAL,green,True
19103,6c2b2594f6d24d00a6a3f8b024194aa2,TASS,Главу правящей партии самопровозглашенного Косова закидали яйцами в парламенте,allow,NON_TOPICAL,green,True
19402,435b2061f071378e9bb4da9c067a1dbd,TASS,СК начал проверку после выкатывания грузового Boeing за ВПП в Норильске,allow,NON_TOPICAL,green,True
19404,c7a86c1ebba6dc1ab18b258b70cece13,TASS,МИД РФ назвал приоритетной задачей развитие сотрудничества с АСЕАН,allow,NON_TOPICAL,green,True
19406,993d623161fef778e98715520714af1c,TASS,В Финском заливе эвакуировали судоводителя с севшей на мель яхты,allow,NON_TOPICAL,green,True
19601,b3aa7571316cb9ea2cd3c4b50f18e5ce,TASS,Овечкин по окончании игровой карьеры вернется в Москву,allow,NON_TOPICAL,green,True
19702,c7e541c4190e7ad8d89d065547f34ca5,TASS,UKMTO: у побережья Омана атаковали грузовое судно,allow,NON_TOPICAL,green,True
19801,5ef2cdc253b03715cedc8dd508d5606f,TASS,Гутерриш: десятилетие укрепления мира отражает ценный вклад Таджикистана,allow,NON_TOPICAL,green,True
19802,72dbc6069747386e13417e92f596f874,TASS,"В Москве стартовал волонтерский фестиваль ""Время добра. Лето""",allow,NON_TOPICAL,green,True
20001,71cf656f2cb9a435146a4219310d509f,TASS,В Забайкалье двое подростков утонули на реке Ингоде,allow,NON_TOPICAL,green,True
20002,76fea3837872e9462cde1aa83e1a68bb,TASS,В Белоруссии ввели новые правила постановки женщин на воинский учет,allow,NON_TOPICAL,green,True
20005,af2ef0ec40e5a88d30e2fa4b6a590c4f,TASS,"Ветеринар Блюменкранц объяснил, как в дом попадает опасный для кошек вирус",allow,NON_TOPICAL,green,True
20006,a694ee02ce605a4fd3d5a32bb526719e,TASS,Политик Йованович: приезд Зеленского в Белград ставит Сербию на сторону Запада,allow,,green,False
20007,801654656aefe8fe00c9a65207dfadba,TASS,Эколог Рыбальченко назвал сезонным явлением рост числа кротов в Подмосковье,allow,,green,False
20101,dfb930f81471eaf1322c3f6a87a85b55,TASS,Аналитик Снегирев: Украина никогда не будет производить ракеты для Patriot,allow,NON_TOPICAL,green,True
20302,89a13c7c95aaed8b6c8ceea99d007643,TASS,NY Post: визит Нетаньяху в Нью-Йорк станет кошмаром для полиции,allow,NON_TOPICAL,green,True
