line_no,news_id,source,title,old_decision,new_decision,new_category,new_risk_tier,changed,new_reason_codes
224,ctrl-1350,CONTROL::rus_news_classifier,"Олимпийская чемпионка по конькобежному спорту, депутат Госдумы Светлана Журова прокомментировала ситуацию с недопуском российских конькобежцев на Кубок мира в С",hard_block,hard_block,SPORT_BLOCKED,red,True,sport_blocked
225,ctrl-559,CONTROL::ru_ethno_hate,"Вам бы перед тем как , что-то ляпнуть подумать но нет такое за Россиянами не замечалось!! <br/> <br/> Грузия никогда не захватывала Абхазию, Абхазия всегда была",review,review,,yellow,False,unknown_topic
226,ctrl-763,CONTROL::ru_ethno_hate,"Ответы Невест) <br/> 5) Нация Татарка) Возраст 17 лет) Вес 55 рост 165) <br/> 9армянка татарка вес 50 рост 159 16 лет <br/> 3)<b>Азербайджанка</b>,15 лет,53 кг,",hard_block,review,,yellow,True,unknown_topic
227,ctrl-1290,CONTROL::rus_news_classifier,Российским туристам назвали десять самых бронируемых отелей с системой «все включено» в России,hard_block,review,,yellow,True,unknown_topic
228,ctrl-641,CONTROL::ru_ethno_hate,"Егор, моя страна мононациональна!!! Хватит лгать про многонациональность! Страна в которой 80% одной нации- мононациональна! И с чего вдруг Россия общая? Значит",review,review,,yellow,False,национальн
229,ctrl-134,CONTROL::lenta_kaggle,"В списке ЛДПР есть кандидаты, с которых не снята судимость На очередном заседании Центризбиркома 21 сентября были заверены федеральные списки кандидатов в депут",allow,review,,yellow,True,unknown_topic
230,ctrl-316,CONTROL::rus_news_classifier,"Врач-диетолог, специалист по фитотерапии и нутритивной поддержке Татьяна Залетова в беседе с радио Sputnik назвала суточную норму потребления мандаринов",review,review,,yellow,False,unknown_topic
231,ctrl-347,CONTROL::rus_news_classifier,Российский нападающий клуба Национальной хоккейной лиги (НХЛ) «Тампа-Бэй Лайтнинг» Никита Кучеров заработал два очка во втором матче полуфинала Кубка Стэнли сез,hard_block,hard_block,SPORT_BLOCKED,red,False,sport_blocked
232,ctrl-374,CONTROL::rus_news_classifier,"Госдума приняла закон об отмене уведомления генсека Совета Европы о введении или прекращении в России военного и чрезвычайного положений, пишет ТАСС",hard_block,hard_block,WAR_OPERATIONAL,red,False,context:military_rf_forces
233,ctrl-295,CONTROL::rus_news_classifier,"IPv4-адреса, ранее переданные организацией РосНИИРОС (некоммерческая структура, созданная Курчатовским институтом) чешской компании Reliable Communications, воз",skip,review,,yellow,True,unknown_topic
234,ctrl-1442,CONTROL::lenta_kaggle,"""Отечество"" открещивается от квазиофициального сайта Лужкова Разработчик официального сервера Юрия Лужкова компания ""Экстерия"" и редакция сайта Общероссийской п",review,review,,yellow,False,unknown_topic
235,ctrl-527,CONTROL::ru_ethno_hate,Андрей Белоконь (31 января 2014 - 19:21):Не ко мне вопрос,review,review,,yellow,False,unknown_topic
236,ctrl-1213,CONTROL::lenta_kaggle,"По Арбату разбрасывают антилужковские листовки на мелованной бумаге Рано утром 11 октября по Новому Арбату были разбросаны анонимные листовки, в которых содержа",review,review,,yellow,False,unknown_topic
237,ctrl-1063,CONTROL::lenta_kaggle,"Представители Минобороны воровали приборы с Раменского завода Агентство Военных Новостей, 15.10.99: Трем старшим офицерам военного представительства Минобороны ",hard_block,hard_block,,red,True,"военн,source:CONTROL::lenta_kaggle"
238,ctrl-384,CONTROL::rus_news_classifier,Существенное падение курса рубля в последние месяцы не вызывает опасений у российских властей,allow,review,,yellow,True,unknown_topic
239,ctrl-1083,CONTROL::rus_news_classifier,"Индия втайне перебросила на военную авиабазу Амбала в штате Харьяна на севере страны, располагающуюся в около 400 километрах от границы с Китаем, истребители че",hard_block,hard_block,,red,False,"военн,source:CONTROL::rus_news_classifier"
240,ctrl-702,CONTROL::ru_ethno_hate,"до прихода руссичей и <b>монголов</b>, Булгария процветала и была известна даже в Китае и Маньчжурии, о русских даже не знали что такое гос-во есть",allow,review,,yellow,True,unknown_topic
241,6b4ce3b3ed96cc0d0d4fddbe93bfaf2b,TASS,"Шварц: Тюкавин сыграет в матче РПЛ с ""Зенитом"", несмотря на отсутствие голов",hard_block,hard_block,SPORT_BLOCKED,red,False,manual_sport_hard_block
242,536d03e126a6a388522dbc85cb62f635,TASS,Турецкая компания намерена подать иск в МУС после нападения Украины на сухогруз,allow,allow,NON_TOPICAL,yellow,True,"unknown_topic_low_signal_allow_forward,override:unknown_topic_forward_trusted_source"
243,2374ebd59c93a1563b8a2dd58c494123,TASS,"Тренер ""Динамо"" Шварц не стал говорить, о чем он общался с Овечкиным",hard_block,hard_block,SPORT_BLOCKED,red,False,manual_sport_hard_block
244,8d65bce2883259db147780be02790d9a,TASS,В Москве выбрали главный аромат для Ленинградского вокзала,allow,allow,NON_TOPICAL,yellow,True,"unknown_topic_low_signal_allow_forward,override:unknown_topic_forward_trusted_source"
341,ctrl-406,CONTROL::rus_news_classifier,"Оториноларинголог, фониатр Олег Елисеев призвал пожилых людей читать стихи вслух, чтобы сохранить красивый голос",hard_block,review,,yellow,True,unknown_topic
342,ctrl-877,CONTROL::lenta_kaggle,Переговоры в Израиля с Ливаном фактически провалились Состоявшиеся на минувшей неделе переговоры госсекретаря США Мадлен Олбрайт в Дамаске и Бейруте не принесли,hard_block,review,,yellow,True,unknown_topic
343,ctrl-1410,CONTROL::rus_news_classifier,Трое британцев погибли в отеле Club La Costa World во время отпуска на популярном курорте в Испании,review,review,,yellow,False,unknown_topic
344,ctrl-435,CONTROL::rus_news_classifier,"Работавшая с культовым режиссером Акирой Куросавой дизайнер костюмов Эми Вада, лауреатка премии «Оскар», умерла в Японии",allow,review,,yellow,True,unknown_topic
345,ctrl-1009,CONTROL::lenta_kaggle,"Усама Бин Ладен объявил Индии джихад Министр внутренних дел Индии Адвани, находившийся в восточноминдийском штате Орисса с предвыборной поездкой, сообщил, что п",hard_block,allow,,green,True,выбор
346,ctrl-1169,CONTROL::lenta_kaggle,"Усама Бин Ладен обиделся на старших братьев и стал террористом Усама Бин Ладен, ""международный террорист номер один"", стоящий за вторжением преступных вооруженн",hard_block,hard_block,,red,True,fio:Усама Бин Ладен
347,ctrl-392,CONTROL::rus_news_classifier,Сборная России осталась без места в тройке общего медального зачета Паралимпиады в Токио,hard_block,hard_block,SPORT_BLOCKED,red,False,sport_blocked
348,ctrl-298,CONTROL::rus_news_classifier,Производитель безалкогольных напитков Coca-Cola озаботился проблемами экологии России и согласился участвовать в проекте по созданию экотехнопарков,allow,allow,,green,False,primary:social
349,ctrl-158,CONTROL::lenta_kaggle,Первый замминистра иностранных дел Греции погиб в авиакатастрофе В минувший вторник первый заместитель министра иностранных дел Греции Иоаннис Кранидиотис погиб,hard_block,hard_block,,red,True,"катастроф,source:CONTROL::lenta_kaggle"
351,ctrl-1123,CONTROL::rus_news_classifier,Росгвардия ликвидировала опорный пункт Вооруженных сил Украины (ВСУ) в Луганской области,hard_block,hard_block,WAR_OPERATIONAL,red,False,manual_war_operational_hard_block
352,ctrl-880,CONTROL::rus_news_classifier,Президент Международной федерации дзюдо (IJF) Мариус Визер обратился к мировому сообществу из-за санкций в отношении российских спортсменов,hard_block,hard_block,SPORT_BLOCKED,red,True,sport_blocked
353,ctrl-183,CONTROL::lenta_kaggle,"Московские пожарные предотвратили катастрофу на заводе ""Нефтепродукт"" В Москве, на шоссе Энтузиастов, в районе дома №40, на территории опытно-промышленного заво",hard_block,hard_block,FIRE,red,True,manual_fire_hard_block
354,ctrl-1358,CONTROL::rus_news_classifier,"Один из крупнейших производителей кисломолочных товаров Danone сократит ассортимент продуктов, которые идут на продажу ретейлерам",allow,review,,yellow,True,unknown_topic
355,ctrl-514,CONTROL::ru_ethno_hate,Сообщение от доктор vovhu Хохлы долго ещё не будут жить спокойно,allow,review,,yellow,True,unknown_topic
356,ctrl-1230,CONTROL::ru_ethno_hate,"ага, я тоже обратил внимание на эту плотную девушку и на тоскующего хореографа )) <br/> <br/>жена моя критиковала всех этих евробарышень напропалую - мол, коров",hard_block,review,,yellow,True,unknown_topic
357,ctrl-375,CONTROL::rus_news_classifier,В турецком курортном городе Анталья из-за лесного пожара пострадали более 50 человек,hard_block,hard_block,FIRE,red,False,manual_fire_hard_block
358,ctrl-1142,CONTROL::lenta_kaggle,"Басаев намерен создать подразделение ""исламских камикадзе"" Потерпев поражение в Дагестане, Шамиль Басаев объявил о намерении создать специальное подразделение """,review,review,,yellow,False,unknown_topic
359,ctrl-308,CONTROL::rus_news_classifier,Житель Сахалина заметил на острове орлана — крупную хищную птицу,review,review,,yellow,False,unknown_topic
360,ctrl-928,CONTROL::lenta_kaggle,"На президента Египта совершено покушение ИТАР-ТАСС сообщает, что на президента Египта Хосни Мубарака сегодня совершено покушение",allow,allow,,green,True,"body_density:11.76,abs:2"
361,27f5b2b3c4932e67c44fed59c36ed8ae,TASS,В Мордовии объявили беспилотную опасность,hard_block,hard_block,WAR_OPERATIONAL,red,False,manual_war_operational_hard_block
376,608658d91142c709dfd7eb7178db7b84,TASS,Профильный комитет Меджлиса Ирана одобрил законопроект по Ормузу,hard_block,allow,NON_TOPICAL,yellow,True,"unknown_topic_low_signal_allow_forward,override:unknown_topic_forward_trusted_source"
461,ctrl-492,CONTROL::rus_news_classifier,В Армении ускорят вывод из обращения старых банкнот,allow,review,,yellow,True,unknown_topic
462,ctrl-1320,CONTROL::lenta_kaggle,"Взрыв в Санкт-Петербурге: пострадавших нет Взрыв, эквивалентный 50 граммам тротила, произошелсегодня в 5.45 по московскому времени у фасада одного из магазиновп",hard_block,hard_block,WAR_OPERATIONAL,red,False,manual_war_operational_hard_block
463,ctrl-723,CONTROL::ru_ethno_hate,"Сергей, материнский капитал? Подачка единовременная, а ребёнка растить до 20 лет минимум",hard_block,review,,yellow,True,unknown_topic
464,ctrl-1402,CONTROL::lenta_kaggle,"Дело банка ""Фламинго"": отмывание денег или отмывание репутации? Во вторник российская генпрокуратура возбудила уголовное дело против московского банка ""Фламинго",allow,skip,,green,True,out_of_scope:crime
465,ctrl-99,CONTROL::lenta_kaggle,"Times печатает ""Архивы КГБ"" Книг с материалами из архивов КГБ в минувшие годы было много, но ниодна из них не привлекла столь большого международного внимания, ",hard_block,allow,,green,True,primary:geopolitics
466,ctrl-683,CONTROL::ru_ethno_hate,"Сообщение от Вячеслав Старухин Каким людям? Крымским татарам, которые мечтают убрать всех русских из Крыма? К сожалению, не убрать- а вырезать! демография Крыма",hard_block,hard_block,,red,False,fio:Вячеслав Старухин Каким
468,ctrl-1163,CONTROL::ru_ethno_hate,#звёзды в 18:00 в телепрограмме на РЕН ТВ Тайны мира с Анной Чапман Пуп земли: Народы <b>манси</b> называют эти..,hard_block,hard_block,,red,False,fio:Анной Чапман Пуп
469,ctrl-133,CONTROL::lenta_kaggle,Philip Morris признал связь между курением и раком легких Концерн Philip Morris Co,skip,review,,yellow,True,unknown_topic
470,ctrl-609,CONTROL::ru_ethno_hate,"Саня, я например не вижу разницы между украинцем и русским..",review,review,,yellow,False,unknown_topic
471,ctrl-1332,CONTROL::lenta_kaggle,"МВД обвиняет российские банки в помощи чеченским экстремистам По сообщению агентства РИА ""Новости"", 25 млн долларов было выделено Шамилю Басаеву частными лицами",allow,review,,yellow,True,unknown_topic
472,ctrl-846,CONTROL::lenta_kaggle,К нефтегазовому комплексу применят меры Правительство России в четверг в основном поддержало предложения Министерства топлива и энергетики о мерах по развитию н,allow,allow,PERSONAL_DATA,green,False,"title_lead_policy:министерств,правительств"
473,ctrl-548,CONTROL::ru_ethno_hate,"xazerok пишет:немецкие новости раз в жизни включи <br/> <br/> Тебя уже цур кассе гебетен для демократии <b>укров</b> <br/> что, их таки берут в ес? ) <br/> <br/",review,review,,yellow,False,unknown_topic
474,ctrl-360,CONTROL::rus_news_classifier,Военный комитет НАТО впервые соберется с участием Швеции и Финляндии 16–18 сентября в Таллине,hard_block,hard_block,,red,False,"военн,source:CONTROL::rus_news_classifier"
475,ctrl-1069,CONTROL::rus_news_classifier,Британская певица и актриса косоварского происхождения Рита Ора поделилась снимком в откровенном образе,review,review,,yellow,False,unknown_topic
476,ctrl-442,CONTROL::rus_news_classifier,"Руководитель проектов ИК «ВЕЛЕС Капитал» Валентина Савенкова рассказала, какое вложение могут сделать россияне при наличии у них 10 тысяч рублей",review,review,,yellow,False,unknown_topic
477,ctrl-355,CONTROL::rus_news_classifier,Россия может готовиться к испытаниям межконтинентальной крылатой ракеты «Буревестник»,allow,review,,yellow,True,unknown_topic
478,ctrl-978,CONTROL::lenta_kaggle,"Федеральные войска будут бомбить Чечню до полной ликвидации боевиков ""Федеральная фронтовая авиация будет наносить удары по Чечне до полной ликвидации боевиков""",hard_block,hard_block,WAR,red,True,manual_war_hard_block
479,ctrl-1359,CONTROL::lenta_kaggle,"Перелетные птицы несут нильский энцефалит из Нью-Йорка на юг Энцефалит, от которого в Нью-Йорке умерло уже 5 человек, может распространиться на юг США с перелет",hard_block,review,,yellow,True,unknown_topic
480,ctrl-951,CONTROL::rus_news_classifier,"Сильная боль в спине может быть проявлением панкреатита, при котором разрушаются ткани поджелудочной железы",review,review,,yellow,False,unknown_topic
481,a0abe0c66553ee919e0051a51acef91c,TASS,"Пивоваров считает, что ""Динамо"" набрало мало очков на старте РПЛ",hard_block,hard_block,SPORT_BLOCKED,red,False,manual_sport_hard_block
482,89675d6189f11f85aace39cd26c7061a,TASS,WSJ узнала о готовности Трампа завершить войну с Ираном без ядерной сделки,allow,allow,NON_TOPICAL,yellow,True,"unknown_topic_low_signal_allow_forward,override:unknown_topic_forward_trusted_source"
483,cbdf9b82b7b875299d628b67449723bf,TASS,В Нижегородской области ввели режим беспилотной опасности,hard_block,hard_block,WAR_OPERATIONAL,red,False,manual_war_operational_hard_block
581,ctrl-781,CONTROL::lenta_kaggle,Скончалась Раиса Горбачева 20 сентября около 3 часов утра по местному времени (6 часов по Москве) в университетской клинике германского города Мюнстера скончала,allow,hard_block,,red,True,fio:Скончалась Раиса Горбачева
582,ctrl-369,CONTROL::rus_news_classifier,"Испытания новейшего двухзвенного бронетранспортера ДТ-БТР, созданного для природно-климатических условий Арктики, Сибири и Дальнего Востока, попали на видео",hard_block,review,,yellow,True,unknown_topic
583,ctrl-1471,CONTROL::rus_news_classifier,В апреле 2022 года самым востребованным типом элитного жилья среди арендаторов в Москве стали квартиры с двумя спальнями,allow,review,,yellow,True,unknown_topic
584,ctrl-1468,CONTROL::lenta_kaggle,В Южно-Сахалинске заболели холерой 14 человек В Южно-Сахалинске отмечена вспышка заболевания холерой,hard_block,review,,yellow,True,unknown_topic
585,ctrl-755,CONTROL::lenta_kaggle,"В Чернобыле впервые после аварии на ЧАЭС родился ребенок В ""мертвом"" городе Чернобыль впервые после аварии на Чернобыльской атомной электростанции родился ребен",review,review,,yellow,False,unknown_topic
586,ctrl-1103,CONTROL::lenta_kaggle,Япония кредитует Россию на полтора миллиарда долларов Япония приняла решение разморозить кредиты России на сумму в полтора миллиарда долларов,allow,review,,yellow,True,unknown_topic
587,ctrl-1295,CONTROL::lenta_kaggle,"Германия ставит ультиматум жертвам нацизма По информации РИА ""Новости"", в понедельник уполномоченный правительства Германии по вопросам компенсаций жертвам наци",allow,review,,yellow,True,unknown_topic
588,ctrl-401,CONTROL::rus_news_classifier,« считайте как чс » : радий хабиров о случаях неоказания медпомощи жителям башкирии глава башкирии радий хабиров в ходе оперативного совещания в региональном пр,hard_block,review,,yellow,True,unknown_topic
589,ctrl-962,CONTROL::ru_ethno_hate,"Давно заметна братская \любовь\"" со стороны России",review,review,,yellow,False,unknown_topic
590,ctrl-521,CONTROL::ru_ethno_hate,"Цитата(Naoborot @ 16.2.2014, 17:02) гаплогруппы посмотрите) <br/> у армян и русских одинаковая",allow,review,,yellow,True,unknown_topic
591,ctrl-1255,CONTROL::rus_news_classifier,Опасная посадка самолета Sukhoi Superjet 100 (SSJ-100) в аэропорту Домодедово во время шторма попала на видео,hard_block,hard_block,AIRPORT,red,False,manual_airport_hard_block
592,ctrl-1231,CONTROL::lenta_kaggle,"Явлинский связывает кремлевский скандал с коллективным прозрением Запада Суть скандала вокругсообщений западных СМИ об отмывании российских денег через ""Bankof ",review,review,,yellow,False,unknown_topic
593,ctrl-354,CONTROL::rus_news_classifier,Президент Абсолютного бойцовского чемпионата (UFC) Дэйна Уайт высказался о будущем ирландца Конора Макгрегора после поражения нокаутом от американца Дастина Пор,hard_block,hard_block,SPORT_BLOCKED,red,False,sport_blocked
594,ctrl-617,CONTROL::ru_ethno_hate,НАРОДНЫЙ СХОД ПРОТИВ МИГРАНТСКОЙ ОККУПАЦИИ НОВОСИБИРСКА,allow,review,,yellow,True,unknown_topic
596,ctrl-994,CONTROL::lenta_kaggle,"Введен запрет на экспорт мазута из России Министерство топлива и энергетики РФ с 4 октября ввело стопроцентный запрет на вывоз мазута из России, сообщил на прош",allow,allow,,green,False,primary:labor_economy
597,ctrl-244,CONTROL::lenta_kaggle,"В Белграде полиция разогнала манифестацию оппозиции В минувшую среду в Белграде кордоны полиции остановили многотысячную колонну манифестантов, которые по призы",allow,review,,yellow,True,unknown_topic
598,ctrl-676,CONTROL::ru_ethno_hate,"Несомненно, если нам не нравится, что узбеки",review,review,,yellow,False,unknown_topic
599,ctrl-348,CONTROL::rus_news_classifier,Очевидец заснял на видео медведя в лесу в Челябинской области,review,review,,yellow,True,unknown_topic
600,ctrl-794,CONTROL::rus_news_classifier,Польза желтого фильтра на линзах специальных очков для работы за компьютером не доказана,allow,review,,yellow,True,unknown_topic
701,ctrl-1228,CONTROL::lenta_kaggle,"200 сотрудников ООН покидают Восточный Тимор Как сообщают российские агентства ИТАР-ТАСС и РИА ""Новости"", миссия ООН в охваченном насилием Восточном Тиморе наме",hard_block,hard_block,,red,True,fio:Восточный Тимор Как
702,ctrl-193,CONTROL::lenta_kaggle,Виктор Кресс сохранил пост губернатора Томской области Убедительной победой Виктора Кресса завершились прошедшие в минувшее воскресенье выборы главы администрац,allow,allow,,green,True,выбор
703,ctrl-215,CONTROL::lenta_kaggle,В Минске прошла массовая акция протеста В минувший четверг в Минске прошла самая массовая в этом году акция протеста,allow,allow,,green,True,"body_density:10.53,abs:2"
704,ctrl-1316,CONTROL::ru_ethno_hate,Но с ней-то ты переписываешься,review,review,,yellow,False,unknown_topic
705,ctrl-1312,CONTROL::lenta_kaggle,"У Минэнерго и Национального научного фонда США уже наступил 2000 год Министерство энергетики США и Национальный научный фонд столкнулись с ""проблемой-2000"" уже ",allow,allow,,green,True,primary:labor_economy
706,ctrl-493,CONTROL::rus_news_classifier,15-летний российский хоккеист попал в реанимацию после падения на лед во время тренировки,hard_block,review,,yellow,True,unknown_topic
707,ctrl-386,CONTROL::rus_news_classifier,ФСБ показала оперативное видео спецоперации по задержанию в Крыму сторонника украинских неонацистов,hard_block,hard_block,WAR,red,True,manual_war_hard_block
708,ctrl-85,CONTROL::lenta_kaggle,"Ельцин: ""Террористы — враги без совести, жалости и чести"" Телеобращение президента Ельцина к россиянам: ""Граждане России! Сегодня, в день траура, на нас обрушил",hard_block,review,,yellow,True,unknown_topic
709,ctrl-806,CONTROL::ru_ethno_hate,Теракт в Пятигорске устроили 5 кавказцев и <b>азербайджанец</b>: Шесть человек задержаны по подозрению в организации ..,hard_block,hard_block,,red,False,"теракт,source:CONTROL::ru_ethno_hate"
710,ctrl-734,CONTROL::ru_ethno_hate,Originally Posted by Candygirl А то,review,skip,NON_TOPICAL,green,True,"l0_filtered,l0_non_ru_skip"
711,ctrl-1033,CONTROL::rus_news_classifier,"Эксперты сервиса для знакомств «Мамба» провели исследование, в ходе которого перечислили предметы гардероба, раздражающие россиян",hard_block,review,,yellow,True,unknown_topic
712,ctrl-1443,CONTROL::rus_news_classifier,Компания Microsoft добавит во встроенный в ОС Windows 11 редактор Paint поддержку нейросетей,review,review,,yellow,False,unknown_topic
713,ctrl-545,CONTROL::ru_ethno_hate,"Максим, аналогично, задрали..",hard_block,review,,yellow,True,unknown_topic
714,ctrl-185,CONTROL::lenta_kaggle,Федеральные войска перекрывают границу между Чечней и Дагестаном Федеральные войска осуществляют перегруппировку сил и средств с целью перекрытия административн,hard_block,review,,yellow,True,unknown_topic
715,ctrl-1015,CONTROL::lenta_kaggle,"Китай уверяет, что практически готов к 2000 году Китай проинспектировал компьютерные системы, обеспечивающие работу военного комплекса и атомных станций, на пре",hard_block,hard_block,,red,True,"военн,source:CONTROL::lenta_kaggle"
716,ctrl-946,CONTROL::lenta_kaggle,Открылась 54-я сессия Генеральной Ассамблеи ООН В минувший вторник в штаб-квартире Организации Объединенных Наций в Нью-Йорке начала свою работу очередная 54-я ,review,hard_block,,red,True,fio:Организации Объединенных Наций
717,ctrl-455,CONTROL::rus_news_classifier,Жители Севастополя обнаружили в заброшенном люке на окраине города молодого кабана,review,review,,yellow,False,unknown_topic
718,ctrl-1157,CONTROL::lenta_kaggle,"Референдум по вопросу о самоопределении Восточного Тимора прошел успешно По сведениям миссии ООН, передаваемым РИА ""Новости"", в голосовании по вопросу о самопре",allow,review,,yellow,True,unknown_topic
719,ctrl-836,CONTROL::rus_news_classifier,"Компания, владевшая самолетом, в котором при крушении находился Евгений Пригожин, переехала из престижного офиса в столичном Центре международной торговли в под",hard_block,allow,,green,True,primary:labor_economy
721,0792e5cc00bc55781726009bbb4dda96,TASS,В районе Выхино-Жулебино построили детский сад на 300 мест,allow,allow,NON_TOPICAL,yellow,True,"unknown_topic_low_signal_allow_forward,override:unknown_topic_forward_trusted_source"
722,4cb9b97c6b699b6f5ba24f28388d7f40,TASS,"Вучич назвал действия Европы против России ""гибридной войной""",allow,allow,NON_TOPICAL,yellow,True,"unknown_topic_low_signal_allow_forward,override:unknown_topic_forward_trusted_source"
723,e3005a6973c291c0f6c06b64f3143c6f,TASS,"Вучич считает, что Европа стоит на пороге большой войны",allow,allow,NON_TOPICAL,yellow,True,"unknown_topic_low_signal_allow_forward,override:unknown_topic_forward_trusted_source"
724,767974fa6cc0a02a547bcb9fde5e450a,TASS,В Подмосковье ищут участников драки на парковке торгового центра,skip,allow,NON_TOPICAL,yellow,True,"unknown_topic_low_signal_allow_forward,override:unknown_topic_forward_trusted_source"
725,c6b2cdca6b8c7edddbad4e182995bde9,TASS,Аналитик Кавулич: США не считают применение силы против Кубы предпочтительным вариантом,allow,allow,NON_TOPICAL,yellow,True,"unknown_topic_low_signal_allow_forward,override:unknown_topic_forward_trusted_source"
821,ctrl-101,CONTROL::lenta_kaggle,"В Перу разбился самолет В ночь на понедельник на Юге Перу, близ города Писко при падении в море самолета туристической компании Лоуэлл погибли четыре человека",hard_block,review,,yellow,True,unknown_topic
822,ctrl-655,CONTROL::ru_ethno_hate,"////нужно просто вернуться к плану Сталина, в вопросе объединение славян// <br/> <br/> Про этот план прочтите статью ЧИСТОКРОВНЫЕ РУССКИЕ ГЕНЫ на сайте \Сатира ",hard_block,review,,yellow,True,unknown_topic
823,ctrl-182,CONTROL::lenta_kaggle,В Москве создан неприкосновенный запас донорской крови За последние дни в столице значительно увеличилось количество желающих безвозмездно сдать свою кровь для ,hard_block,review,,yellow,True,unknown_topic
824,ctrl-403,CONTROL::rus_news_classifier,"Мужчины уверены, что женщины обязательно испытывают оргазм при вагинальном сексе, однако это всего лишь популярный миф, заявила сексолог Николь Макниколс",review,review,,yellow,False,unknown_topic
825,ctrl-795,CONTROL::ru_ethno_hate,"Кучук, по уважительней стоит к собеседнику обращаться",hard_block,review,,yellow,True,unknown_topic
826,ctrl-112,CONTROL::lenta_kaggle,В Греции сожгли три машины российских дипломатов В ночь на вторник в Салониках были подожжены три автомобиля с российскими дипломатическими номерами,allow,allow,DIPLOMACY,green,True,"body_density:9.52,abs:2"
827,ctrl-188,CONTROL::lenta_kaggle,Назначен новый премьер-министр Казахстана Президент Казахстан Нурсултан Назарбаев представил сегодня на совместном заседании обеих палат парламента кандидатуру ,hard_block,allow,,green,True,"title_lead_policy:парламент,президент"
828,ctrl-1212,CONTROL::ru_ethno_hate,"Ленка, ну в таком случае отныне можно ненавидеть еще и украинский народ! И США! И курортные страны в которых русских, как нацию, не желают видеть",review,review,,yellow,False,unknown_topic
829,ctrl-1245,CONTROL::ru_ethno_hate,"Нельсон Мандела оставил наследство в $4,1 млн: Состояние скончавшегося в декабре прошлого года первого <b>чернокожего</b> президента ЮАР Нел...",review,review,,yellow,False,unknown_topic
830,ctrl-1194,CONTROL::lenta_kaggle,"Белоярская АЭС остановлена из-за угрозы пожара Как сообщило агентство ИТАР-ТАСС, в среду при пуске после планового ремонта третьего энергоблока на Белоярской ат",hard_block,hard_block,FIRE,red,True,manual_fire_hard_block
831,ctrl-1282,CONTROL::ru_ethno_hate,Австрия замораживает активы 18 <b>украинцев</b>: Австрия замораживает активы 18 граждан Украины по требованию новой власти в Киеве.,review,review,,yellow,False,unknown_topic
832,ctrl-33,CONTROL::lenta_kaggle,"Задержаны четверо граждан Грузии, похитивших своего знакомого В минувшее воскресенье в Тбилиси были задержаны четверо граждан Грузии, которые пять месяцев назад",review,review,,yellow,False,unknown_topic
833,ctrl-1495,CONTROL::rus_news_classifier,Новозеландский боец смешанного стиля (MMA) Исраэл Адесанья выступил перед протестующими в Окленде и рассказал о проявлениях расизма в своей жизни,hard_block,allow,,green,True,title_lead_key_verb:протест+выступил
834,ctrl-326,CONTROL::rus_news_classifier,Сингапурские ученые из Медицинской школы Ен Лу Лина выявили механизмы развития воспаления в кишечнике из-за определенных микроорганизмов,hard_block,hard_block,,red,False,fio:Ен Лу Лина
835,ctrl-1034,CONTROL::lenta_kaggle,Дело Козленка передано в суд Передано в суд так называемое дело Козленка - дело о хищении из России в 1993 году драгоценностей на 170 миллионов долларовчерез ме,hard_block,review,,yellow,True,unknown_topic
836,ctrl-952,CONTROL::rus_news_classifier,Международная группа ученых назвала неожиданные последствия от усилия по сдерживанию пандемии,allow,allow,,green,False,primary:geopolitics
838,ctrl-563,CONTROL::ru_ethno_hate,Цитата (Котейка @ 23.02.2014 - 20:10 <br/> <br/>Цитата (Матерый Котяра @ 23.02.2014 - 19:58 <br/> по первому показывают иностранных Олимпийцев <br/> Биатлонист ,hard_block,hard_block,SPORT_BLOCKED,red,True,sport_blocked
839,ctrl-1003,CONTROL::lenta_kaggle,"Милошевич стал ""невыездным"" Шестнадцать не входящих в Европейский союз(ЕС) стран отказали высшему руководству Югославии и Сербии вовъездных визах",hard_block,review,,yellow,True,unknown_topic
840,ctrl-589,CONTROL::ru_ethno_hate,"Цитата: Анти-Дюринг от Сегодня в 19:43:45\...Никто и не запугивает, но наш народ должен знать, что происходит в соседней братской республике, в частности, в <b>",review,review,,yellow,False,unknown_topic
841,0cfab363fbda0fc89f9f7a50eedf1f7a,TASS,Лушников: вертолеты более эффективны в борьбе с БПЛА над территорией РФ,hard_block,hard_block,WAR_OPERATIONAL,red,False,manual_war_operational_hard_block
842,452a499a14e4c1f5c2dd565225eacddc,TASS,В Куйбышевский район Донецка вернули электроснабжение,allow,allow,NON_TOPICAL,yellow,True,"unknown_topic_low_signal_allow_forward,override:unknown_topic_forward_trusted_source"
843,cbe60bbe05e5d40a0bca441bd0fd98b6,TASS,"Глава ""Калашникова"" заявил о завершении госиспытаний боеприпаса ""Куб-2""",allow,allow,NON_TOPICAL,yellow,True,"unknown_topic_low_signal_allow_forward,override:unknown_topic_forward_trusted_source"
844,1e407419dd2280cad2a3e6d17d09f128,TASS,Аэропорт Внуково принимает и отправляет рейсы по согласованию,hard_block,hard_block,AIRPORT,red,False,manual_airport_hard_block
845,2113768874d81716b23dca97cea8338a,TASS,МИД РФ: санкции против России больно бьют по Европе,review,review,SANCTIONS,yellow,False,"primary:labor_economy,sanctions_allow_gate"
